"","Pool1","Pool2","Pool3","Pool4","Pool5","Pool6","Pool7","Pool8","Pool9","Pool10","Pool11","Pool12","Pool13","Pool14","Pool15","Pool16"
"ENSMUSG00000115004.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000115048.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115607.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000064675.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000115261.1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000097452.2",0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115174.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000051237.7",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"ENSMUSG00000115840.1",0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0
"ENSMUSG00000103315.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000115355.1",0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000045763.8",129,229,152,200,99,206,200,155,134,68,90,128,121,291,210,160
"ENSMUSG00000056089.6",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000115850.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115729.1",0,2,1,1,0,0,0,2,0,1,0,1,0,1,0,1
"ENSMUSG00000115204.1",5,2,0,1,1,2,2,3,0,0,0,0,1,0,0,0
"ENSMUSG00000022272.17",415,577,658,533,457,587,943,488,90,43,52,59,90,75,103,94
"ENSMUSG00000115252.1",12,43,18,15,18,43,24,17,2,0,0,2,1,1,0,2
"ENSMUSG00000089639.1",3,5,7,2,2,1,1,5,7,4,1,2,4,4,5,2
"ENSMUSG00000115593.1",61,76,84,79,32,7,37,25,45,53,56,35,26,53,68,45
"ENSMUSG00000022270.16",416,428,358,537,233,283,210,298,487,392,348,474,459,491,456,449
"ENSMUSG00000098719.1",1,2,1,0,4,0,0,1,0,2,1,0,2,3,0,1
"ENSMUSG00000052253.6",406,524,429,509,259,256,260,273,418,281,350,377,312,439,514,387
"ENSMUSG00000115335.1",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000022269.13",1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1
"ENSMUSG00000043556.10",0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,1
"ENSMUSG00000115433.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000115399.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115647.1",0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"ENSMUSG00000115131.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115301.1",1,0,0,6,0,1,3,0,1,1,2,0,1,1,0,2
"ENSMUSG00000115381.1",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
"ENSMUSG00000090544.3",215,241,144,241,182,114,129,190,233,94,139,212,168,203,202,210
"ENSMUSG00000088191.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115554.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115138.1",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
"ENSMUSG00000022265.7",1512,2750,1571,2610,700,1163,773,1204,2410,2175,1886,3123,1900,2379,2483,2283
"ENSMUSG00000115568.1",10,16,4,14,4,8,4,4,26,19,18,18,8,29,28,18
"ENSMUSG00000115543.1",2,11,5,2,3,0,2,6,10,17,17,7,9,6,11,7
"ENSMUSG00000046034.8",216,357,324,272,169,160,227,145,192,190,191,185,143,226,274,189
"ENSMUSG00000115578.1",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"ENSMUSG00000056069.10",261,431,329,324,139,91,120,119,570,701,737,549,409,847,976,698
"ENSMUSG00000022263.10",678,1351,883,1015,440,508,661,471,596,769,608,645,427,695,863,707
"ENSMUSG00000115641.1",2,4,8,4,2,0,1,1,0,1,3,2,2,3,5,1
"ENSMUSG00000115161.1",18,20,16,10,11,11,20,9,13,11,10,7,14,31,21,12
"ENSMUSG00000115058.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115773.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115722.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115806.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022262.8",1,0,0,0,1,2,0,7,1,3,3,2,8,1,2,0
"ENSMUSG00000115473.1",22,12,11,16,19,22,7,20,28,7,5,34,36,24,22,28
"ENSMUSG00000115156.1",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000115459.1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115544.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000089279.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115080.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022240.10",5,10,9,5,3,9,6,7,10,7,0,14,17,10,8,12
"ENSMUSG00000115073.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115337.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094704.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115012.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000115474.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077468.1",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000039168.15",841,854,737,1024,540,411,522,607,776,513,565,762,669,869,981,920
"ENSMUSG00000055416.6",1,0,0,0,1,0,1,2,1,0,0,0,1,5,0,1
"ENSMUSG00000115418.1",0,1,2,2,0,2,1,0,0,0,0,2,0,0,0,1
"ENSMUSG00000022237.17",225,230,215,271,174,316,238,163,161,24,43,122,125,98,87,112
"ENSMUSG00000115406.1",0,2,0,0,0,1,0,0,0,0,1,2,0,0,1,2
"ENSMUSG00000022236.10",11,8,4,4,6,2,3,3,6,4,6,7,6,3,11,5
"ENSMUSG00000068964.5",17,13,15,21,14,40,14,27,12,5,9,21,10,29,9,20
"ENSMUSG00000115710.1",5,4,4,10,2,2,2,2,2,2,5,0,2,6,6,6
"ENSMUSG00000039100.10",2248,2019,1787,2710,1495,1348,1346,1722,2086,1144,1377,2100,1848,1898,1998,2017
"ENSMUSG00000115357.1",6,8,1,3,0,6,6,6,8,1,1,1,0,6,5,5
"ENSMUSG00000115383.1",9,11,4,10,3,9,5,7,9,7,7,4,11,11,8,4
"ENSMUSG00000115224.1",16,18,3,17,13,10,13,29,28,8,10,29,32,29,15,26
"ENSMUSG00000022235.15",10,9,4,9,3,7,9,5,3,2,4,5,11,6,9,10
"ENSMUSG00000022234.15",1131,1472,1395,1150,669,248,623,381,771,897,1141,676,466,1082,1344,924
"ENSMUSG00000039065.11",64,82,86,64,42,34,49,59,62,44,49,49,43,69,85,68
"ENSMUSG00000114995.1",20,16,10,10,12,12,11,8,13,11,11,9,12,18,33,16
"ENSMUSG00000115188.1",111,134,95,126,78,38,74,42,101,60,67,102,73,120,127,119
"ENSMUSG00000115589.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000115561.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000045267.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107924.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000096956.2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000089317.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022231.10",2,5,1,2,2,2,0,10,0,0,1,7,6,0,4,0
"ENSMUSG00000115063.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000115317.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022261.6",25,7,4,22,13,9,13,26,16,5,2,14,26,8,9,20
"ENSMUSG00000115140.1",0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000039007.10",110,93,70,151,76,99,66,131,100,48,70,115,83,83,77,98
"ENSMUSG00000058101.3",1,3,0,1,2,4,1,4,3,0,0,0,2,1,7,1
"ENSMUSG00000088062.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115779.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000038984.4",1,0,0,1,3,1,0,3,1,1,1,1,1,3,0,2
"ENSMUSG00000115318.1",0,1,0,0,1,0,0,3,0,0,0,2,4,1,3,1
"ENSMUSG00000115605.1",1,0,0,1,1,1,0,0,0,1,0,2,2,0,1,1
"ENSMUSG00000115428.1",2,4,0,0,0,6,2,1,0,0,0,0,0,1,0,0
"ENSMUSG00000115440.1",0,0,0,0,0,4,0,2,0,0,1,0,0,0,1,0
"ENSMUSG00000022255.16",3924,6546,5188,6037,3094,7164,5232,4677,2052,1291,1442,2153,1878,1833,2120,2114
"ENSMUSG00000115276.1",80,228,100,144,55,330,136,125,49,26,32,47,52,64,72,46
"ENSMUSG00000089072.1",14,39,21,27,15,62,8,19,9,2,5,8,8,11,3,5
"ENSMUSG00000022257.4",51,44,50,49,44,27,47,40,30,26,21,53,43,47,37,41
"ENSMUSG00000115808.1",1,2,4,3,0,5,3,2,1,0,0,0,2,3,2,2
"ENSMUSG00000084738.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000022324.15",19,46,28,46,15,21,22,32,28,26,25,32,34,40,56,40
"ENSMUSG00000094447.2",0,3,1,1,1,1,0,0,2,0,2,1,2,1,0,1
"ENSMUSG00000058600.13",1394,1288,1113,2024,873,825,773,1146,1430,707,892,1604,1326,1349,1416,1390
"ENSMUSG00000115685.1",4,0,2,2,1,2,2,3,3,2,4,6,9,1,1,4
"ENSMUSG00000044726.8",9,6,3,5,12,2,1,8,7,2,7,7,11,7,3,6
"ENSMUSG00000115300.1",1,2,2,0,0,0,0,0,2,0,2,3,6,3,1,1
"ENSMUSG00000022323.11",20,16,16,21,7,8,11,20,12,9,21,23,29,21,24,28
"ENSMUSG00000022325.14",88,96,90,123,62,59,87,61,76,65,85,84,70,108,120,85
"ENSMUSG00000115005.1",0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0
"ENSMUSG00000084607.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038879.8",0,3,0,0,0,0,0,5,0,1,0,0,3,0,3,0
"ENSMUSG00000115526.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115360.1",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"ENSMUSG00000050963.7",0,0,1,0,0,0,2,1,1,0,0,3,0,0,1,2
"ENSMUSG00000022329.15",160,197,164,272,152,198,147,174,173,91,99,184,195,172,169,189
"ENSMUSG00000115345.1",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000022330.5",0,2,0,0,1,3,0,1,0,1,0,0,0,0,2,1
"ENSMUSG00000115453.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115829.1",4,8,14,15,7,4,5,10,8,5,2,15,12,5,13,12
"ENSMUSG00000037646.10",2654,2723,2211,3061,2104,2574,1897,2753,3116,1474,1678,2713,3152,3227,3500,3251
"ENSMUSG00000089133.1",0,4,2,0,0,1,0,0,1,0,3,2,2,1,0,0
"ENSMUSG00000115314.1",1,16,0,7,8,18,4,6,4,6,1,1,4,6,8,4
"ENSMUSG00000115144.1",6,11,5,7,9,18,12,11,11,5,8,13,7,26,20,14
"ENSMUSG00000076333.1",1,1,1,1,0,0,2,1,1,1,0,0,0,1,1,0
"ENSMUSG00000077890.1",3,1,0,0,0,0,1,1,3,0,0,0,0,1,2,1
"ENSMUSG00000115040.1",6,8,5,2,9,4,2,3,6,2,2,1,2,14,12,4
"ENSMUSG00000115837.1",15,21,15,18,15,13,13,12,25,17,13,5,17,28,29,16
"ENSMUSG00000115340.1",7,17,8,4,12,19,16,9,11,11,10,9,13,21,20,19
"ENSMUSG00000115793.1",17,26,15,7,10,52,12,30,25,9,16,28,26,33,40,29
"ENSMUSG00000014313.15",449,499,444,507,264,191,272,225,306,311,332,330,262,359,422,340
"ENSMUSG00000037627.16",0,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0
"ENSMUSG00000088786.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000092230.1",0,0,2,3,1,0,0,1,1,1,2,2,2,2,2,0
"ENSMUSG00000048230.6",0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
"ENSMUSG00000064543.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000045996.12",73,87,79,93,36,83,50,74,58,39,51,59,43,45,72,55
"ENSMUSG00000037617.12",43,60,45,61,38,62,40,64,69,28,28,52,49,50,59,60
"ENSMUSG00000088201.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115811.1",1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"ENSMUSG00000022280.9",697,548,496,819,418,621,453,592,546,250,299,533,542,468,499,525
"ENSMUSG00000115162.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000068579.5",219,188,195,246,145,63,138,111,173,129,163,176,111,246,264,202
"ENSMUSG00000115715.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115278.1",1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000114981.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"ENSMUSG00000115395.1",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
"ENSMUSG00000048307.8",400,215,238,374,267,325,227,423,357,129,157,277,389,265,290,314
"ENSMUSG00000115084.1",1,0,0,0,0,0,0,2,0,0,0,1,2,0,2,1
"ENSMUSG00000013611.14",0,2,3,0,0,1,0,2,0,1,1,0,2,0,1,1
"ENSMUSG00000105494.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSMUSG00000022283.15",14282,14597,12094,19286,9307,11803,9094,13156,15731,8590,10337,17214,15479,15308,15775,17486
"ENSMUSG00000115037.1",1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1
"ENSMUSG00000115127.1",1,0,0,3,0,1,1,2,1,1,0,2,2,0,0,1
"ENSMUSG00000115834.1",6,3,3,16,1,3,2,6,16,5,7,5,10,8,8,5
"ENSMUSG00000115103.1",0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000022285.17",7082,9379,7401,9608,4399,5028,4864,5220,7009,5140,5723,7906,6017,7572,8110,7040
"ENSMUSG00000093021.1",0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0
"ENSMUSG00000115750.1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000072618.2",8,11,6,14,3,2,5,3,25,7,7,17,17,15,10,13
"ENSMUSG00000115430.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000115333.1",0,0,0,0,0,0,1,2,0,3,2,2,3,4,6,5
"ENSMUSG00000062397.8",811,826,714,1108,509,760,594,777,1027,633,699,1137,942,1057,1103,1054
"ENSMUSG00000097259.2",2,4,0,6,5,2,2,5,3,2,4,3,1,2,7,0
"ENSMUSG00000115848.1",2,2,2,4,4,5,2,7,2,3,3,1,7,3,1,6
"ENSMUSG00000115621.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000089804.2",0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000022286.16",0,3,0,0,2,0,0,1,1,2,0,2,3,2,3,0
"ENSMUSG00000089949.2",0,1,0,2,0,1,3,1,0,0,0,2,0,0,0,0
"ENSMUSG00000089811.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051359.15",2,6,2,0,2,2,0,3,2,0,0,0,7,1,4,1
"ENSMUSG00000086992.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000022288.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"ENSMUSG00000115095.1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"ENSMUSG00000086125.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000086313.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000097679.1",3,0,1,1,0,0,0,0,0,2,3,0,0,2,1,3
"ENSMUSG00000115326.1",1,0,0,0,1,0,0,2,1,1,1,2,0,2,1,0
"ENSMUSG00000022292.16",237,173,179,316,198,275,187,330,151,68,80,170,187,160,167,175
"ENSMUSG00000085442.1",406,393,294,710,362,911,273,896,677,188,243,796,834,661,456,675
"ENSMUSG00000115249.1",10,19,16,29,14,33,17,41,23,11,7,15,27,24,22,24
"ENSMUSG00000037487.7",2308,2796,2262,3011,1599,1769,1676,1930,2559,1541,1760,2574,2214,2477,2795,2467
"ENSMUSG00000065852.1",0,0,1,0,1,0,0,1,0,3,0,1,1,3,1,1
"ENSMUSG00000115771.1",0,1,0,1,0,2,1,3,0,0,2,0,0,0,0,0
"ENSMUSG00000115680.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061923.4",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000115525.1",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115307.1",0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000115057.1",2,1,4,1,1,1,0,1,3,0,2,1,1,1,4,2
"ENSMUSG00000115437.1",0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0
"ENSMUSG00000037465.10",419,511,373,522,262,243,247,323,661,548,492,738,615,745,856,694
"ENSMUSG00000115456.1",0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0
"ENSMUSG00000097645.1",0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0
"ENSMUSG00000115405.1",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"ENSMUSG00000115009.1",0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"ENSMUSG00000037458.15",1336,1290,1215,1706,689,894,792,930,1165,840,784,1266,960,1096,1083,1054
"ENSMUSG00000099110.1",2,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0
"ENSMUSG00000115546.1",1,6,7,4,2,1,3,0,3,2,3,2,4,11,7,6
"ENSMUSG00000102106.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115587.1",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000114975.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115491.1",1,0,0,4,2,9,6,10,7,2,0,3,6,6,0,2
"ENSMUSG00000115547.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"ENSMUSG00000022295.8",490,678,565,617,302,338,348,368,444,515,454,504,360,483,564,439
"ENSMUSG00000115620.1",0,2,0,1,2,1,0,0,0,0,3,3,1,5,0,1
"ENSMUSG00000114994.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000022296.9",0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"ENSMUSG00000115070.1",1,2,0,2,2,1,0,1,5,3,2,2,1,2,0,4
"ENSMUSG00000097875.2",1,3,0,0,0,1,1,1,0,0,1,1,0,2,1,1
"ENSMUSG00000022297.15",16,19,10,28,10,17,9,25,21,10,13,32,22,13,24,24
"ENSMUSG00000115508.1",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000115841.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000054196.7",0,0,1,1,1,0,0,1,2,0,1,0,5,0,0,1
"ENSMUSG00000022299.9",135,143,111,190,75,123,90,128,156,98,138,197,184,169,165,192
"ENSMUSG00000022300.10",435,496,422,588,258,408,339,381,376,226,277,366,330,397,402,366
"ENSMUSG00000084562.1",0,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2
"ENSMUSG00000098021.2",6,16,5,17,7,0,4,2,2,4,4,9,15,8,14,20
"ENSMUSG00000037386.16",0,3,1,0,1,4,0,4,0,4,1,2,4,3,0,1
"ENSMUSG00000095297.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000022303.9",6,15,9,19,8,7,15,7,3,1,1,7,1,7,7,1
"ENSMUSG00000022304.13",2,5,8,8,5,10,5,4,0,1,0,3,2,1,3,0
"ENSMUSG00000087695.1",0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
"ENSMUSG00000022305.13",156,188,158,267,123,150,132,134,90,78,66,94,93,98,77,91
"ENSMUSG00000115230.1",0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115152.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115739.1",1,5,2,1,0,1,0,1,0,0,0,1,0,0,0,0
"ENSMUSG00000115712.1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000115142.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000094112.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115820.1",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000056332.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115069.1",2,2,5,6,3,1,4,0,3,0,3,4,5,7,4,11
"ENSMUSG00000022306.9",0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"ENSMUSG00000116397.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115975.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000115898.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048559.5",0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
"ENSMUSG00000022307.16",831,710,623,1017,542,581,453,758,1059,495,637,1056,1169,945,1078,1181
"ENSMUSG00000097232.1",0,3,1,0,0,1,2,3,2,3,0,1,2,4,3,0
"ENSMUSG00000042895.6",2,4,4,7,9,12,4,3,5,4,6,1,12,23,23,13
"ENSMUSG00000116083.1",67,92,54,69,33,22,34,24,34,46,43,53,35,54,60,44
"ENSMUSG00000088469.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000116215.1",5,7,11,13,9,9,5,9,12,6,12,12,10,8,15,12
"ENSMUSG00000115986.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000116199.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000115988.1",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000116323.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115894.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000022309.9",59,34,33,69,40,48,29,53,68,13,25,42,86,32,51,66
"ENSMUSG00000097805.2",1,0,0,1,0,0,0,3,4,0,1,1,8,0,2,1
"ENSMUSG00000051920.7",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"ENSMUSG00000098002.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087905.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000022336.3",1950,2029,1484,3001,1336,2445,1360,2335,2179,1016,1118,2663,2392,2236,1912,2227
"ENSMUSG00000115635.1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000072592.2",0,2,0,0,0,2,0,1,1,2,0,0,0,0,0,0
"ENSMUSG00000022337.7",254,250,192,330,187,319,208,341,217,117,133,248,292,219,232,237
"ENSMUSG00000115407.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000054409.5",9,8,5,8,3,4,2,4,6,2,4,4,6,3,11,7
"ENSMUSG00000115730.1",5,5,6,7,0,1,1,2,2,1,2,2,1,3,2,3
"ENSMUSG00000115694.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038736.10",141,93,111,144,88,119,80,110,135,48,63,136,112,109,110,112
"ENSMUSG00000022338.8",138,128,164,177,62,155,91,150,176,79,109,158,139,136,142,117
"ENSMUSG00000038725.13",326,59,72,234,137,80,53,129,388,57,75,292,176,108,95,165
"ENSMUSG00000022339.9",131,120,105,150,76,85,82,110,115,67,78,121,124,123,131,128
"ENSMUSG00000022340.15",4,7,0,3,1,3,0,2,1,0,0,2,7,1,3,1
"ENSMUSG00000060530.2",0,1,0,0,0,0,0,3,0,2,0,0,1,0,1,0
"ENSMUSG00000115265.1",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000058463.3",0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000022342.6",0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0
"ENSMUSG00000115549.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000096157.2",12,12,7,21,11,18,5,8,10,13,15,23,10,18,20,12
"ENSMUSG00000065312.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115197.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000099751.6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000092643.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115177.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000115350.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000051198.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115495.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088679.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115534.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000115707.1",0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
"ENSMUSG00000022311.15",1,0,0,0,0,0,0,5,0,0,1,1,5,0,2,0
"ENSMUSG00000089828.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000077752.1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000115700.1",10,16,12,14,9,4,9,8,10,0,5,4,4,9,14,8
