"","Pool1","Pool2","Pool3","Pool4","Pool5","Pool6","Pool7","Pool8","Pool9","Pool10","Pool11","Pool12","Pool13","Pool14","Pool15","Pool16"
"ENSMUSG00000029145.12",146,120,129,167,100,53,70,75,148,119,144,128,131,185,150,165
"ENSMUSG00000029146.14",544,629,591,581,339,248,351,288,457,369,492,501,381,571,740,530
"ENSMUSG00000043059.16",211,344,269,254,140,204,204,176,174,135,147,191,174,306,279,224
"ENSMUSG00000029147.11",742,783,746,777,446,171,388,301,656,538,767,606,401,785,955,767
"ENSMUSG00000106717.1",31,28,24,21,16,35,25,21,32,18,20,36,41,35,38,38
"ENSMUSG00000055424.3",2,5,5,3,0,1,1,2,3,3,3,4,2,4,1,2
"ENSMUSG00000029148.15",815,792,614,865,508,384,484,497,708,518,554,695,598,894,910,750
"ENSMUSG00000029149.14",25,27,23,19,20,6,11,15,20,13,18,12,13,21,27,16
"ENSMUSG00000038564.11",115,106,114,128,88,46,73,105,102,80,101,64,111,134,140,130
"ENSMUSG00000038552.14",4,3,4,3,3,4,1,1,2,4,2,2,3,3,3,4
"ENSMUSG00000059434.9",0,1,0,0,0,2,0,2,0,1,0,0,1,1,1,0
"ENSMUSG00000106935.1",1,1,1,4,2,3,2,5,6,2,1,2,4,3,1,1
"ENSMUSG00000106866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106950.1",0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0
"ENSMUSG00000062761.7",185,171,184,214,145,160,149,175,158,131,113,132,180,173,220,187
"ENSMUSG00000107120.1",2,8,4,12,8,26,6,24,17,6,4,12,20,15,13,11
"ENSMUSG00000029138.4",0,2,4,0,3,1,0,0,3,1,1,1,0,1,1,0
"ENSMUSG00000064037.13",105,128,105,167,61,60,88,79,99,66,94,114,75,108,118,95
"ENSMUSG00000053134.13",170,219,202,280,109,120,127,172,152,108,121,147,131,136,151,161
"ENSMUSG00000029141.16",195,249,211,235,129,118,139,121,171,143,174,146,138,186,225,171
"ENSMUSG00000107352.1",80,108,83,106,61,70,60,110,83,77,52,58,71,98,153,82
"ENSMUSG00000107355.1",248,218,173,236,193,97,116,161,114,166,206,154,132,283,275,182
"ENSMUSG00000107015.1",1,0,1,1,0,1,0,1,0,0,0,0,0,1,2,2
"ENSMUSG00000106918.3",309,306,296,339,190,178,179,222,339,287,344,371,378,596,655,523
"ENSMUSG00000029136.9",80,84,66,81,47,38,48,76,85,88,82,91,71,176,191,121
"ENSMUSG00000099301.1",0,2,2,0,1,1,1,1,1,2,2,3,0,4,8,6
"ENSMUSG00000052139.18",296,300,278,378,234,378,275,337,264,179,178,284,282,334,294,276
"ENSMUSG00000107151.1",4,2,1,3,0,1,1,4,5,0,0,3,0,2,1,7
"ENSMUSG00000088514.1",2,2,1,0,1,3,0,4,0,3,5,0,0,1,3,2
"ENSMUSG00000107140.1",3,6,0,2,5,17,5,3,4,1,1,3,3,9,2,1
"ENSMUSG00000106894.1",11,13,9,5,4,17,9,13,9,6,4,5,14,22,18,8
"ENSMUSG00000102759.1",3,1,1,1,3,2,1,4,1,3,1,5,7,4,6,3
"ENSMUSG00000029135.10",1986,2541,1926,2555,1457,2022,1760,1535,2909,2593,3108,3334,2784,5597,5103,3725
"ENSMUSG00000096091.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107220.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000029134.14",5,10,9,12,5,19,2,18,2,2,3,4,9,2,4,0
"ENSMUSG00000081200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000107078.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107036.1",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"ENSMUSG00000107211.1",13,10,3,11,8,3,1,11,16,6,6,11,5,11,8,8
"ENSMUSG00000014956.15",5111,4054,4112,6460,4273,6118,4224,6369,3243,1373,1637,3303,3446,2597,2644,3321
"ENSMUSG00000107197.1",26,11,17,19,12,31,15,27,12,4,13,15,8,7,17,12
"ENSMUSG00000107083.1",85,98,64,98,73,234,81,134,56,23,24,47,62,67,66,61
"ENSMUSG00000080753.1",17,14,7,14,14,11,18,6,12,7,6,9,4,15,16,11
"ENSMUSG00000085234.1",12,6,8,9,8,19,12,14,8,4,2,6,13,15,16,8
"ENSMUSG00000107316.1",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000106835.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107277.1",3,1,0,2,1,1,0,0,0,0,2,0,2,2,0,0
"ENSMUSG00000014932.15",12,9,2,8,12,12,7,9,13,3,5,8,10,13,15,14
"ENSMUSG00000107018.1",2,10,2,8,0,4,4,3,4,2,3,1,5,7,2,4
"ENSMUSG00000106680.1",20,12,14,14,4,7,7,4,14,10,11,8,11,11,14,15
"ENSMUSG00000082305.4",12,31,21,13,12,13,12,12,13,9,16,9,10,14,27,14
"ENSMUSG00000023452.19",234,353,305,279,142,223,197,223,264,236,231,319,230,379,369,312
"ENSMUSG00000054280.14",1395,1506,1101,1719,862,1071,931,1173,1403,803,930,1390,1331,1443,1633,1436
"ENSMUSG00000105429.1",3,13,8,8,7,5,4,5,9,3,2,1,6,12,14,15
"ENSMUSG00000106654.1",8,10,5,9,4,15,5,7,6,7,6,3,6,15,15,1
"ENSMUSG00000037426.17",514,426,458,512,382,356,325,454,519,325,376,379,515,642,724,627
"ENSMUSG00000089080.1",1,1,3,1,0,0,1,2,1,0,0,0,0,0,0,0
"ENSMUSG00000105929.1",10,5,2,2,2,3,2,9,8,8,5,2,7,15,12,10
"ENSMUSG00000018965.11",1934,1868,1714,2356,1185,1599,1174,1641,1932,1267,1431,1928,1815,1812,1890,1855
"ENSMUSG00000107046.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000093885.2",63,49,62,69,37,33,40,41,45,38,55,59,37,78,89,62
"ENSMUSG00000011034.6",0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,2
"ENSMUSG00000081022.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000081618.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000037379.7",2,1,0,1,2,0,0,0,4,2,2,5,3,1,0,6
"ENSMUSG00000037373.12",1807,1881,1727,1944,1098,664,1061,938,1705,1120,1495,1474,1237,1901,2072,1782
"ENSMUSG00000107161.1",20,30,13,26,7,17,8,20,32,9,7,25,20,23,21,18
"ENSMUSG00000092275.1",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2
"ENSMUSG00000079562.7",1009,873,744,1058,685,549,610,715,1022,529,727,990,867,949,1017,1046
"ENSMUSG00000037355.14",195,178,153,236,194,199,157,284,204,122,104,190,240,225,249,297
"ENSMUSG00000029112.5",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000107248.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000037339.17",117,106,92,108,72,38,70,62,157,110,149,114,117,202,254,157
"ENSMUSG00000097271.1",3,4,1,6,8,6,5,12,8,3,6,13,6,8,6,6
"ENSMUSG00000004642.13",755,669,664,934,429,798,339,809,757,402,504,833,800,624,687,700
"ENSMUSG00000106834.1",2,0,1,2,2,1,0,0,2,3,0,2,2,6,1,4
"ENSMUSG00000019295.8",223,133,120,193,160,99,101,147,234,107,161,217,206,183,231,232
"ENSMUSG00000037313.16",940,725,826,880,662,391,507,673,754,444,566,695,662,748,928,885
"ENSMUSG00000106971.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000106896.1",0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0
"ENSMUSG00000054252.18",5,11,7,2,3,14,4,8,2,5,4,4,7,5,10,11
"ENSMUSG00000005299.6",482,571,455,569,337,294,363,374,570,344,430,541,463,639,695,610
"ENSMUSG00000059064.8",29,37,43,29,19,7,26,21,26,40,34,20,11,27,32,25
"ENSMUSG00000107149.1",1,6,7,6,2,0,2,2,5,1,6,2,4,2,6,5
"ENSMUSG00000057406.16",2187,1735,1580,2462,1469,1515,1241,1853,2143,1202,1312,1990,1973,1639,2008,2025
"ENSMUSG00000029111.7",415,468,394,536,350,303,356,374,566,352,355,566,525,592,619,586
"ENSMUSG00000107043.1",0,0,0,4,2,0,2,1,0,1,3,1,2,2,4,4
"ENSMUSG00000106688.1",2,1,0,0,0,0,0,1,1,0,0,0,3,0,1,0
"ENSMUSG00000070858.12",3,15,7,15,4,5,10,8,21,12,12,13,10,20,20,14
"ENSMUSG00000106743.1",9,3,3,4,3,1,1,8,10,2,9,4,11,4,6,11
"ENSMUSG00000048142.9",123,71,92,122,62,31,43,55,207,123,139,126,192,181,219,175
"ENSMUSG00000045102.12",7,8,7,7,11,10,13,14,22,4,8,12,15,10,16,20
"ENSMUSG00000106868.1",0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1
"ENSMUSG00000106771.1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000106902.1",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000079555.2",156,147,123,220,119,94,104,161,197,80,128,190,176,158,181,177
"ENSMUSG00000077454.1",1,1,0,1,0,5,1,3,3,0,0,2,0,0,1,1
"ENSMUSG00000037235.13",550,391,419,602,296,163,237,349,772,342,591,706,640,651,766,765
"ENSMUSG00000037224.15",4,3,6,4,2,5,1,5,2,7,9,10,6,18,24,18
"ENSMUSG00000086291.1",0,0,2,0,1,0,0,2,2,1,2,1,3,5,2,3
"ENSMUSG00000106888.1",0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2
"ENSMUSG00000109572.1",1,3,1,0,0,1,2,1,1,0,2,0,1,1,7,1
"ENSMUSG00000107006.1",0,1,0,2,0,1,0,3,1,2,1,2,0,3,1,2
"ENSMUSG00000107287.1",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"ENSMUSG00000029110.13",1215,1491,1144,1711,811,1394,897,1316,1268,751,780,1374,1269,1312,1272,1312
"ENSMUSG00000037210.16",799,960,696,1036,576,750,586,688,816,537,540,810,794,929,1003,914
"ENSMUSG00000107227.1",34,55,22,40,14,67,27,31,41,17,17,37,19,30,40,18
"ENSMUSG00000098062.1",12,15,10,17,10,17,10,8,12,10,6,8,3,13,17,8
"ENSMUSG00000106678.1",25,53,17,17,25,20,19,10,28,21,23,15,24,42,35,22
"ENSMUSG00000059866.13",96,201,144,138,59,74,95,90,125,134,152,116,79,188,208,128
"ENSMUSG00000054520.15",833,1449,1019,1066,523,719,772,605,925,867,732,917,664,1097,1172,826
"ENSMUSG00000088332.1",5,21,13,15,4,7,11,7,13,13,13,6,7,7,19,10
"ENSMUSG00000029106.14",1752,1258,1171,1776,1153,790,969,1252,1475,783,847,1125,1305,1324,1365,1572
"ENSMUSG00000107128.1",2,10,6,7,1,7,3,8,3,5,1,1,9,3,7,5
"ENSMUSG00000001082.12",786,684,625,1026,625,411,528,696,739,428,516,802,750,693,744,852
"ENSMUSG00000036693.12",205,269,211,333,123,163,152,214,198,160,150,263,144,212,176,206
"ENSMUSG00000085166.1",1,2,1,1,1,2,0,0,3,1,1,1,2,0,0,3
"ENSMUSG00000052783.16",13,9,5,8,8,5,10,3,13,10,13,10,18,16,24,9
"ENSMUSG00000107246.1",1,2,0,1,1,0,2,1,2,1,0,0,5,2,6,1
"ENSMUSG00000080556.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000029104.15",1452,1448,1253,1655,925,973,972,1049,1184,838,719,1071,983,927,1170,1137
"ENSMUSG00000051246.3",6,23,12,16,7,12,9,4,6,6,4,5,8,9,5,15
"ENSMUSG00000029101.16",215,116,120,205,143,105,106,132,170,51,79,155,176,128,158,174
"ENSMUSG00000093097.1",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000029102.9",6,6,4,8,1,3,3,5,4,2,4,8,8,6,9,10
"ENSMUSG00000044716.12",3,4,2,5,1,1,2,4,1,2,7,1,3,6,12,1
"ENSMUSG00000029103.16",288,530,430,342,142,114,273,188,254,379,365,281,215,543,544,336
"ENSMUSG00000045318.6",0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,0
"ENSMUSG00000106762.3",0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0
"ENSMUSG00000055944.3",0,1,0,1,2,0,0,0,0,0,0,0,1,0,2,0
"ENSMUSG00000067438.5",0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0
"ENSMUSG00000103608.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106970.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000036596.6",11,3,0,1,1,0,1,2,0,0,1,1,4,1,6,1
"ENSMUSG00000106928.1",20,29,23,28,8,9,15,7,26,17,12,20,18,14,32,24
"ENSMUSG00000083907.2",19,33,23,43,21,24,17,11,35,10,21,32,24,20,30,28
"ENSMUSG00000029097.11",96,91,106,114,77,69,70,99,112,88,94,104,91,137,148,108
"ENSMUSG00000055061.5",3,2,3,2,0,2,0,0,3,0,4,0,1,3,1,2
"ENSMUSG00000029098.17",856,708,602,878,539,345,447,583,970,602,699,828,994,1020,1073,1135
"ENSMUSG00000029096.15",26,4,11,18,11,4,2,19,36,9,20,15,32,3,16,28
"ENSMUSG00000036553.16",338,904,553,551,158,133,282,140,292,287,262,271,177,324,407,277
"ENSMUSG00000087703.1",4,16,13,14,5,7,5,8,8,3,10,7,11,7,15,15
"ENSMUSG00000029095.17",8,11,3,11,7,3,11,11,1,0,2,7,2,2,0,1
"ENSMUSG00000029094.12",338,281,235,430,251,294,187,349,319,143,227,397,427,320,377,467
"ENSMUSG00000082692.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000029093.14",15,7,7,7,18,4,6,11,7,3,11,5,13,6,4,9
"ENSMUSG00000043430.5",0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000098884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039563.6",0,3,0,0,1,1,0,4,2,0,0,2,4,1,2,2
"ENSMUSG00000029198.3",291,377,331,336,194,211,184,198,250,207,237,266,233,332,336,269
"ENSMUSG00000029196.9",207,211,194,229,113,108,138,137,193,145,163,194,170,218,260,204
"ENSMUSG00000050677.2",7,5,3,5,1,6,3,3,7,3,4,5,12,7,11,4
"ENSMUSG00000029192.17",332,329,286,334,194,124,170,179,522,288,381,385,353,493,534,461
"ENSMUSG00000029190.19",401,441,401,462,244,308,259,298,442,313,298,367,358,447,507,402
"ENSMUSG00000107168.1",11,11,7,6,4,8,9,4,10,4,6,5,18,10,19,12
"ENSMUSG00000089407.1",3,2,4,4,4,3,8,0,10,3,0,3,2,6,6,2
"ENSMUSG00000060708.4",109,135,134,127,67,39,88,53,77,62,78,82,58,87,106,62
"ENSMUSG00000107081.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000055302.5",449,633,649,584,324,178,333,329,466,399,497,447,350,541,615,525
"ENSMUSG00000029119.9",775,666,557,808,595,447,529,682,629,459,462,592,615,650,669,764
"ENSMUSG00000029120.10",0,3,0,0,3,0,0,4,1,3,1,2,3,1,4,3
"ENSMUSG00000087487.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000106934.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000039474.13",16,28,12,18,10,20,19,15,29,42,26,19,38,55,63,45
"ENSMUSG00000063646.17",19,17,13,8,4,2,8,8,12,12,10,9,25,22,20,20
"ENSMUSG00000097686.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088707.1",0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"ENSMUSG00000029121.16",1,3,0,0,0,1,0,3,0,2,1,5,7,2,1,1
"ENSMUSG00000029122.11",0,2,2,0,0,0,0,5,2,1,1,4,4,3,0,3
"ENSMUSG00000050248.11",0,4,0,1,2,0,0,1,0,0,0,1,2,0,0,0
"ENSMUSG00000057290.5",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029123.8",0,3,0,0,1,0,0,4,0,0,0,1,0,0,1,1
"ENSMUSG00000062329.4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000107131.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000048450.10",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"ENSMUSG00000106718.1",0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ENSMUSG00000107126.1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000107129.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000029125.14",193,166,144,213,117,112,115,108,180,133,135,158,173,193,219,172
"ENSMUSG00000107276.1",7,3,7,6,1,2,4,2,2,2,2,4,5,7,6,3
"ENSMUSG00000029126.7",4,9,5,9,6,3,4,4,11,2,2,9,13,8,8,11
"ENSMUSG00000029127.15",93,104,88,93,60,79,77,62,97,67,106,78,81,89,144,91
"ENSMUSG00000067367.9",120,158,160,122,72,51,77,62,77,83,94,82,49,94,84,76
"ENSMUSG00000067365.10",229,292,244,343,143,220,163,218,182,152,182,199,197,233,244,220
"ENSMUSG00000051596.13",0,2,1,0,1,1,0,0,0,0,1,2,0,1,0,1
"ENSMUSG00000097029.2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000039358.3",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000106932.1",0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0
"ENSMUSG00000005107.13",130,73,61,112,108,45,81,94,112,41,65,92,136,119,160,168
"ENSMUSG00000089646.1",17,24,14,11,14,10,13,9,13,11,11,9,9,25,16,25
"ENSMUSG00000005103.12",4385,4725,4292,5170,3258,3539,3525,3490,3693,2169,2529,3442,3589,3833,4026,3910
"ENSMUSG00000086422.1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000046572.10",144,149,147,219,111,125,95,145,188,96,128,212,166,188,219,220
"ENSMUSG00000077273.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000039315.15",2,5,7,8,3,2,2,4,5,3,3,4,16,9,16,16
"ENSMUSG00000079528.9",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3
"ENSMUSG00000106924.1",0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1
"ENSMUSG00000106794.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107031.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106876.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000107030.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000106851.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000106679.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000106741.3",0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
"ENSMUSG00000107134.1",16,4,6,9,4,7,7,2,8,4,6,16,7,11,13,13
"ENSMUSG00000051022.7",11,24,19,20,13,8,9,5,23,14,12,21,16,20,37,18
"ENSMUSG00000083261.4",23,46,45,31,14,26,32,20,30,12,24,33,27,23,30,26
"ENSMUSG00000107070.1",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"ENSMUSG00000082938.1",28,27,26,35,16,10,12,17,36,34,25,35,21,36,46,36
"ENSMUSG00000106865.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106895.1",10,13,8,14,12,7,3,6,4,5,4,11,9,18,10,16
"ENSMUSG00000107135.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029128.12",308,151,174,292,201,178,127,270,274,128,159,248,321,198,266,294
"ENSMUSG00000049691.8",0,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0
"ENSMUSG00000061755.10",1065,1141,960,1276,699,620,699,784,995,659,725,876,886,994,1099,1119
"ENSMUSG00000107259.1",0,0,1,0,0,1,0,2,0,0,1,1,1,1,0,0
"ENSMUSG00000106884.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"ENSMUSG00000067285.4",1,0,0,1,2,3,2,2,3,0,1,2,0,1,0,0
"ENSMUSG00000106813.1",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000106622.2",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000107193.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000106501.1",0,1,0,0,0,0,1,1,1,0,0,0,1,0,2,1
"ENSMUSG00000105416.1",2,2,5,5,14,20,2,8,5,2,0,2,14,1,11,5
"ENSMUSG00000105087.1",1,0,3,3,1,2,0,4,7,1,3,5,3,1,0,4
"ENSMUSG00000085720.8",11,9,8,11,7,9,6,15,8,3,17,9,15,20,17,9
"ENSMUSG00000039782.14",594,587,433,623,369,632,361,595,882,485,414,831,823,766,741,701
"ENSMUSG00000105374.1",21,17,6,21,16,31,9,22,39,14,10,23,30,38,51,16
"ENSMUSG00000105326.1",20,24,12,20,20,43,9,33,39,24,15,44,35,38,47,42
"ENSMUSG00000104846.1",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"ENSMUSG00000107244.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061535.11",1,0,1,4,0,2,2,5,1,0,1,1,2,0,0,0
"ENSMUSG00000104547.1",1,1,0,0,0,8,0,4,0,0,0,1,1,0,2,2
"ENSMUSG00000087290.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104912.1",0,0,0,0,0,0,0,2,0,0,0,1,1,2,2,0
"ENSMUSG00000039765.15",61,36,28,55,55,74,52,75,40,18,21,28,52,54,48,51
"ENSMUSG00000039753.16",895,1022,854,1077,685,1215,687,1024,1067,433,654,953,1243,1413,1282,991
"ENSMUSG00000104728.1",20,31,17,18,19,26,18,17,21,13,10,8,31,32,29,12
"ENSMUSG00000104823.1",6,13,6,11,9,6,11,10,14,3,8,5,25,17,21,16
"ENSMUSG00000106609.1",22,9,9,17,15,12,10,7,13,7,5,9,24,40,22,17
"ENSMUSG00000104701.1",1,2,1,2,0,7,1,6,2,0,1,0,1,3,3,0
"ENSMUSG00000029082.17",133,71,77,108,70,79,59,58,111,37,53,64,90,161,100,87
"ENSMUSG00000029084.5",62,137,134,110,112,590,240,210,16,3,8,15,39,14,16,24
"ENSMUSG00000086479.2",0,5,3,0,2,12,6,2,0,0,1,0,0,2,0,0
"ENSMUSG00000087281.1",1,2,2,3,1,3,2,1,0,1,0,2,0,1,0,0
"ENSMUSG00000033036.9",13,10,9,10,2,1,3,1,7,2,6,2,1,3,6,4
"ENSMUSG00000093859.2",0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0
"ENSMUSG00000059565.4",33,16,24,49,32,30,27,48,36,19,21,54,44,44,39,52
"ENSMUSG00000048373.8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029086.15",740,261,353,741,499,277,238,544,823,179,314,699,829,445,554,786
"ENSMUSG00000105264.1",4,4,3,4,6,1,3,5,13,4,4,8,4,2,10,7
"ENSMUSG00000072962.3",2,1,1,1,1,0,1,1,4,2,2,2,1,2,3,4
"ENSMUSG00000105048.1",0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,1
"ENSMUSG00000105373.1",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"ENSMUSG00000105353.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105263.1",50,38,41,57,36,38,26,29,50,24,18,48,36,37,32,40
"ENSMUSG00000046985.11",932,681,538,1057,589,658,477,766,994,301,443,985,1019,748,753,986
"ENSMUSG00000105519.1",38,30,30,31,32,27,21,35,42,21,15,31,39,41,44,36
"ENSMUSG00000105503.1",24,21,21,22,15,20,18,23,42,9,15,23,41,14,32,23
"ENSMUSG00000105149.1",20,23,8,16,12,9,11,17,20,18,14,15,19,19,20,15
"ENSMUSG00000104784.1",6,6,15,8,5,1,2,2,9,7,7,7,4,4,9,5
"ENSMUSG00000106394.1",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000104923.1",11,15,9,10,8,2,6,3,10,6,7,7,6,11,7,7
"ENSMUSG00000104800.1",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000039706.11",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000105282.1",0,1,0,0,0,0,0,2,0,0,0,0,3,1,0,0
"ENSMUSG00000105136.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106332.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000105648.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105861.1",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000104894.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000104990.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000105347.1",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"ENSMUSG00000105224.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104851.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106603.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000106656.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000062496.9",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"ENSMUSG00000029092.9",0,0,0,0,0,0,1,1,0,2,0,2,2,0,2,0
"ENSMUSG00000104781.1",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000105247.1",2,1,0,1,1,2,2,4,2,1,0,1,1,1,3,1
"ENSMUSG00000015806.12",89,77,87,119,53,48,53,68,65,43,62,95,80,62,77,60
"ENSMUSG00000049530.6",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSMUSG00000039682.12",101,106,103,127,66,43,75,50,95,86,98,91,73,101,102,87
"ENSMUSG00000015804.14",274,253,255,270,158,154,188,195,201,136,187,170,184,238,228,191
"ENSMUSG00000015879.8",12,17,10,13,8,10,9,12,18,14,3,17,15,11,17,17
"ENSMUSG00000105745.1",3,7,3,8,2,8,5,1,3,3,1,3,3,2,5,5
"ENSMUSG00000104837.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000097825.5",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ENSMUSG00000105634.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000104665.1",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"ENSMUSG00000104986.1",2,4,5,6,1,3,1,3,1,0,1,0,2,4,0,2
