"Sample_id","M1","M3","M4","M14","M15","M16"
"NR_015549",161,140,170,160,187,126
"NR_015548",594,503,627,677,652,607
"NR_102381",0,0,0,0,0,0
"NR_015490",0,0,0,0,0,0
"NR_015467",454,336,410,405,396,352
"NR_015500",39,21,25,59,27,41
"NR_015488",6,9,5,2,1,5
"NR_015487",63,61,61,57,48,43
"NR_015485",0,0,0,0,0,0
"NR_046279",1,0,0,1,0,0
"NR_001581",0,0,0,0,0,0
"NR_001570",15650,15794,18857,13707,13290,16230
"NR_001463",30296,29083,35886,25899,25624,30274
"NM_001289741",154,144,130,86,70,36
"NR_027710",1,4,0,5,3,2
"NM_001289662",3443,2526,2984,3672,3891,3402
"NM_001289661",3452,2533,2991,3682,3897,3406
"NM_197997",2090,1760,2045,1287,1188,1249
"NM_001289432",728,674,737,614,517,522
"NM_001289431",730,677,736,622,523,526
"NM_199023",2,4,6,8,1,9
"NM_001286063",6208,5654,6802,5973,5536,5458
"NM_001288628",42,23,38,50,57,45
"NM_001288627",41,20,38,50,57,45
"NM_001288626",3673,3479,4298,3827,3427,3402
"NM_001286064",6278,5752,6959,6041,5626,5569
"NM_001286419",14,8,18,8,5,3
"NM_001286418",12,7,17,8,5,3
"NM_001288617",3,4,4,1,1,2
"NM_001286413",3692,3511,4095,4606,3906,4150
"NM_001047604",211,128,174,189,201,208
"NM_001290413",1001,1008,1160,1077,1069,939
"NM_001290393",0,0,0,0,0,0
"NM_001033329",24,14,9,6,11,10
"NM_001289678",2,2,2,3,3,0
"NM_001290320",25,68,65,53,30,35
"NM_152822",888,757,819,633,623,567
"NM_177746",5,9,10,3,7,8
"NM_001003670",0,0,0,0,0,0
"NM_001291804",0,0,0,1,0,0
"NM_001003664",0,0,0,0,0,0
"NM_001025373",552,513,647,642,687,640
"NM_001291067",0,0,0,0,0,0
"NM_001291065",0,0,0,0,0,0
"NM_001291041",0,0,0,0,1,0
"NM_001290825",36,24,35,35,17,43
"NM_033042",13,7,10,16,16,8
"NM_001290183",321,349,341,274,267,247
"NM_001289916",84,89,81,146,141,149
"NM_001291017",2664,2233,2464,2493,2269,2140
"NM_001290998",5,1,0,4,3,1
"NM_001005511",4,2,0,2,2,1
"NR_110986",4948,4357,5028,5462,5099,4615
"NM_001290990",4,2,0,2,2,1
"NM_001103156",0,0,0,1,0,0
"NM_175178",2,2,0,0,0,2
"NM_001291070",1,2,0,0,0,2
"NM_001290681",30,33,30,37,54,54
"NM_001290680",30,33,30,37,54,54
"NM_011822",2010,1714,1611,929,826,651
"NM_001013385",2,0,2,1,0,2
"NM_001291058",990,536,546,1437,1641,1476
"NM_023054",1060,869,1000,1164,1068,947
"NM_001291056",0,1,1,0,2,1
"NM_011262",1220,1176,1138,1124,1048,977
"NM_001291027",34,25,35,38,29,37
"NM_197945",34,25,35,38,29,37
"NM_001290988",1434,1459,1760,1341,1217,1096
"NM_027129",164,81,79,154,163,167
"NR_110992",160,77,73,147,159,166
"NM_001291040",614,519,574,621,521,476
"NM_138651",4725,3645,4050,4608,3992,3841
"NM_001290989",334,254,220,128,141,123
"NM_001290996",13,10,8,18,12,7
"NM_001001809",0,0,0,0,0,0
"NM_001001807",0,0,0,0,0,0
"NM_001291228",10,5,7,5,5,2
"NM_001001805",0,0,0,0,0,0
"NM_001291799",1368,949,1099,1241,1147,993
"NM_001291227",10,5,7,5,5,2
"NM_178576",1318,1093,1364,1109,1213,947
"NM_001291222",42,46,61,29,37,28
"NM_010626",42,46,61,29,37,28
"NM_019548",6,2,1,2,3,4
"NM_001290770",14,4,3,2,4,7
"NM_178256",167,181,193,123,116,77
"NM_001289760",70,37,42,45,47,51
"NM_001289757",2,0,5,0,2,2
"NM_130877",80,44,43,63,97,89
"NM_130869",1,0,0,0,0,0
"NM_130867",16,8,6,3,4,6
"NM_133819",6897,6523,7312,6499,5567,5247
"NM_133818",642,558,666,633,631,574
"NR_046193",0,0,0,0,0,0
"NM_001286546",2771,2144,2714,3327,2948,2687
"NM_001286066",4543,4109,4936,4253,3961,3963
"NM_001286180",0,0,0,0,0,0
"NM_001286179",0,0,0,0,0,0
"NM_001286543",329,283,311,563,523,539
"NM_001286529",181,165,138,183,131,141
"NM_001285908",1955,1096,1252,2697,2597,2426
"NM_001286518",2568,1158,1302,4202,4549,4298
"NM_001277184",0,0,0,0,0,0
"NM_146499",0,0,0,0,0,0
"NM_177001",403,291,414,379,304,296
"NM_013888",119,92,126,97,84,96
"NM_027060",1110,933,1046,866,857,771
"NM_001278584",7,3,3,2,2,7
"NM_001286007",1881,1663,1655,1317,1308,1259
"NM_001286168",147,115,123,176,172,208
"NM_001286494",69,52,84,65,56,62
"NM_001286493",0,0,0,0,1,0
"NM_001285905",1849,1504,1751,1456,1479,1355
"NM_001286158",494,406,446,297,291,230
"NM_001285960",70,46,47,53,76,56
"NM_001286039",258,217,247,179,185,207
"NM_001286557",69,55,53,86,80,61
"NM_001286038",258,217,247,179,185,207
"NM_001286629",182,151,102,187,210,189
"NM_001286553",1338,1314,1448,1096,1077,925
"NM_001286545",2668,2062,2607,3127,2804,2544
"NM_001286544",2705,2091,2624,3167,2844,2597
"NM_001286018",275,201,197,360,373,415
"NM_001286498",404,240,286,338,350,327
"NM_001286030",514,408,460,424,414,395
"NM_001285929",0,0,0,0,0,0
"NM_001286028",6,1,0,1,3,2
"NM_001285922",1099,1061,1181,798,723,680
"NM_207011",0,0,0,0,0,0
"NM_207017",0,0,0,0,0,0
"NM_207016",0,0,0,0,0,0
"NM_138741",3620,1683,1667,1968,1659,1181
"NM_030723",10993,9306,11301,10980,10837,10107
"NM_029723",3,1,1,1,4,0
"NM_030722",2174,2049,2296,1978,1931,1997
"NM_207253",1,0,0,0,0,1
"NM_207249",0,0,0,0,0,0
"NM_029721",2289,2015,2446,2538,2517,2529
"NM_029818",1039,963,1108,835,776,802
"NM_030719",39,36,25,69,61,51
"NM_029716",13,3,7,1,4,1
"NM_030715",1990,1857,2147,1770,1754,1547
"NR_105025",0,0,0,0,0,0
"NM_018812",332,253,257,286,274,296
"NM_023220",2793,2265,2386,3264,3405,3042
"NM_023721",1550,1404,1494,1616,1518,1324
"NM_029145",25,29,34,19,13,17
"NM_030135",0,0,0,0,0,0
"NM_030116",1172,1052,1070,1077,1136,988
"NM_207235",0,0,0,0,0,0
"NM_030694",5336,3952,4612,5524,6057,4952
"NM_030703",3,2,1,2,5,4
"NM_029693",0,0,0,0,0,0
"NM_030702",1858,1587,1740,1498,1465,1327
"NM_028995",1170,871,890,987,877,792
"NM_030692",1840,1621,1881,1896,1824,1697
"NM_207227",1,0,0,0,0,0
"NM_027027",0,0,0,0,0,0
"NM_027026",7,18,8,7,7,7
"NM_001286348",1,0,0,0,0,0
"NM_001285840",2,2,3,1,1,3
"NM_001285506",6505,6383,7629,5156,5013,4813
"NM_001285827",692,511,579,621,614,532
"NM_001285779",79,76,90,55,42,28
"NM_001286263",3851,3725,4847,3189,2820,3045
"NR_045993",0,1,0,2,0,1
"NM_001285991",1480,1198,1197,1371,1268,1339
"NM_001285990",3637,3053,3565,3048,2778,2669
"NR_045987",1,2,2,0,0,0
"NM_001285989",3646,3059,3567,3053,2789,2677
"NM_001285988",3646,3060,3567,3053,2789,2677
"NR_045975",0,0,0,0,0,0
"NR_045974",0,0,0,0,0,0
"NM_001285984",1060,858,1000,903,776,793
"NR_046076",0,0,0,0,0,0
"NR_045976",0,0,0,0,0,0
"NM_001285478",7781,6754,7636,6054,5881,5994
"NM_001286006",720,647,571,585,489,481
"NM_001285982",1060,858,1000,903,776,793
"NR_046074",0,0,0,0,0,0
"NM_001286005",3,2,0,1,1,2
"NM_001285504",1447,1252,1336,1235,1254,1127
"NM_001285503",1488,1303,1392,1273,1281,1163
"NM_001285511",2747,2589,3033,3159,2918,3106
"NM_001285953",5,10,6,2,1,2
"NR_046067",0,0,0,0,0,0
"NM_001285952",6,10,6,2,1,2
"NR_045961",0,0,0,0,0,0
"NM_001285945",607,497,538,442,333,360
"NR_045964",250,196,221,193,207,197
"NR_046063",0,0,0,0,0,0
"NR_046061",1,0,0,0,0,0
"NM_001285942",4095,3677,4006,4147,4076,3590
"NR_046059",0,0,0,0,0,0
"NM_001285860",130,130,144,127,101,88
"NR_045959",0,1,1,1,0,0
"NM_001286002",1399,1179,1366,1401,1267,1264
"NM_001285498",68,42,57,43,30,29
"NM_001277575",0,0,0,0,0,0
"NM_001081374",19,18,12,26,14,15
"NM_001081375",0,0,1,1,0,1
"NM_001277512",0,0,0,0,0,0
"NM_001081114",2,1,4,1,1,1
"NM_001081113",1824,1571,1830,1571,1540,1406
"NM_001081115",4,1,1,3,0,0
"NM_001109743",0,0,0,0,0,0
"NM_001085421",3,7,5,4,6,1
"NM_001113414",8,0,0,6,2,4
"NM_001081116",275,107,126,116,111,68
"NM_013455",1,0,1,0,1,1
"NM_013474",17,11,22,29,16,11
"NM_013472",4014,2647,2698,5153,6004,5475
"NM_018796",7775,7122,7497,7619,7320,6416
"NM_018805",25,23,25,30,37,42
"NM_016850",584,402,436,1011,1040,869
"NM_016849",1330,1037,1388,1358,1345,1240
"NM_016847",0,0,0,0,1,0
"NM_016812",436,421,623,619,640,703
"NM_018804",88,71,81,113,100,95
"NM_018803",0,0,0,0,0,0
"NM_001001185",0,0,0,0,0,0
"NM_001013792",1173,896,995,1133,1239,1078
"NM_001290750",4243,4048,4778,5400,5188,4848
"NM_001289651",2717,2438,2614,2110,2029,1766
"NM_001291747",81,83,35,33,32,54
"NM_011725",81,83,35,33,32,54
"NM_001291233",3547,3723,3867,3224,2973,3089
"NM_028922",349,307,394,372,354,357
"NM_030112",1270,987,1130,1135,1047,977
"NM_030167",390,360,396,406,375,358
"NM_030166",0,0,0,0,1,0
"NM_029166",4026,3387,3888,3677,3419,3135
"NM_029332",9843,8430,9353,10077,9588,9591
"NM_030181",0,0,0,0,0,0
"NM_029181",0,0,0,0,0,0
"NM_030179",1,5,1,0,0,0
"NM_030180",452,355,373,316,263,266
"NM_145713",52318,46566,55942,46581,45899,44011
"NM_145712",0,0,0,0,0,0
"NM_001285980",637,679,787,621,595,607
"NR_021486",158,83,75,84,79,51
"NR_004051",0,0,0,0,0,0
"NR_003946",128,94,93,118,108,96
"NR_003718",1,2,4,4,0,1
"NR_003635",0,0,0,0,0,0
"NR_003633",0,2,0,2,0,2
"NR_003632",8,9,8,8,14,12
"NR_003631",1,0,1,2,3,2
"NR_003624",0,0,0,0,0,0
"NR_003619",47,31,37,32,44,19
"NR_003596",0,0,0,0,0,0
"NR_003373",18860,16385,17647,18589,17840,15095
"NR_003564",0,0,0,2,0,0
"NR_003559",1403,1216,1503,1358,1305,1066
"NR_003555",22,19,15,17,14,19
"NR_003552",0,0,0,0,0,0
"NR_003548",0,0,0,0,0,0
"NR_003546",340,331,366,337,331,314
"NR_004860",257,185,239,272,212,218
"NR_004429",158,83,75,84,79,51
"NM_175211",157,120,169,189,165,144
"NR_024487",762,721,704,665,637,625
"NR_024139",462,415,432,437,447,383
"NR_003961",827,816,908,739,585,575
"NR_003966",988,685,873,1140,1185,1180
"NR_003544",1345,1230,1416,1165,1169,1064
"NM_176980",0,0,0,1,0,0
"NM_175260",976,959,701,270,243,111
"NM_177078",1744,1379,1546,1812,2168,2016
"NM_001291036",542,354,391,533,503,420
"NM_001291229",2230,1796,2112,2236,1838,1695
"NM_001010834",1,0,0,0,4,1
"NM_001010831",0,0,0,0,0,0
"NM_001010830",0,0,0,0,0,0
"NM_001010829",0,0,0,0,0,0
"NM_001010828",0,0,0,0,0,0
"NM_001010827",0,0,0,0,0,0
"NM_001009574",0,0,0,0,0,0
"NM_001031814",8090,7168,9078,8294,8472,8904
"NM_001008499",0,0,0,0,0,0
"NM_001008429",0,0,0,0,0,0
"NM_001033420",1706,1408,1505,1574,1607,1648
"NR_046080",0,0,0,0,0,0
"NR_045980",1,1,2,2,2,0
"NR_045978",0,0,0,0,0,0
"NR_046077",0,0,0,1,0,0
"NR_045973",0,0,0,0,0,0
"NR_046075",0,0,0,0,0,0
"NR_046071",0,0,0,0,0,0
"NR_046068",1,0,4,4,5,3
"NR_045966",0,0,0,0,0,0
"NR_045972",20,8,15,9,9,6
"NR_045965",0,0,0,0,0,0
"NR_045971",21,8,15,10,10,6
"NR_046069",46,27,31,90,85,70
"NR_045970",21,8,15,10,10,6
"NM_134020",1035,910,1029,993,865,892
"NM_134017",2080,1870,2130,2094,1789,1734
"NM_133916",5484,5327,5409,4080,3669,3294
"NM_001289791",70,74,91,75,62,50
"NM_001290477",4,5,7,6,3,6
"NM_001290476",1,2,2,2,2,2
"NM_025949",5,2,0,0,0,0
"NM_001290012",56,75,53,47,46,38
"NM_001290010",920,517,437,337,287,210
"NM_001290548",715,521,520,557,532,519
"NM_001161430",497,409,491,638,558,591
"NM_172782",497,410,491,638,562,591
"NM_028074",1585,1509,1564,1427,1441,1368
"NM_029211",204,174,251,201,196,172
"NM_030210",1259,894,1251,778,835,787
"NM_028388",2735,2294,2660,2604,2245,2001
"NM_029347",36,27,31,32,26,28
"NM_029199",0,0,0,0,0,0
"NM_030199",194,181,192,212,208,277
"NM_030208",390,391,460,423,392,383
"NM_029198",2,1,3,0,4,1
"NM_030198",723,674,826,653,560,546
"NM_001289856",0,0,0,0,0,0
"NM_001290654",1890,1597,1925,1644,1509,1431
"NM_001290651",139,110,101,87,80,64
"NM_001290423",2,2,2,0,1,1
"NM_001290422",1024,716,981,1032,1000,836
"NM_025286",1185,1283,1574,1349,1332,1206
"NM_001289830",1,1,0,0,0,0
"NM_001290462",5,8,4,5,8,1
"NM_023597",14,12,19,9,14,2
"NM_027543",0,0,0,0,1,0
"NM_146223",5,2,1,1,0,4
"NM_146222",416,351,403,357,361,383
"NM_146221",827,666,812,726,774,706
"NM_146219",505,455,545,490,437,463
"NM_146218",5646,5093,5910,4789,4822,4461
"NM_146217",3236,2508,2762,1671,1788,1485
"NM_001277919",0,0,0,0,0,0
"NM_029202",3,2,0,1,4,0
"NM_030201",1699,1289,1721,1780,1748,1605
"NM_028355",1958,1815,2124,1467,1315,1275
"NM_028386",0,1,0,0,0,0
"NR_015546",0,0,0,0,0,0
"NR_027290",343,301,320,340,290,269
"NR_027289",61,65,70,76,45,59
"NM_001291269",0,0,0,0,0,1
"NR_026853",0,0,0,0,0,0
"NR_026843",10,4,4,9,17,6
"NR_077237",0,0,0,0,0,1
"NR_003519",59,39,46,44,39,39
"NR_003518",3427,3054,3440,3978,3085,3602
"NR_003517",302,211,268,344,305,324
"NR_077224",0,0,0,0,0,0
"NR_102273",0,0,0,0,0,0
"NR_102329",31,26,31,28,20,27
"NR_015482",0,0,0,0,0,0
"NR_015479",708,579,814,708,591,632
"NR_015480",0,1,2,1,0,1
"NR_029456",20,11,21,33,20,21
"NR_015476",401,337,405,334,325,292
"NR_015475",110,128,93,68,52,56
"NR_015583",0,2,2,0,2,0
"NR_015582",0,0,0,0,1,0
"NR_015581",23,11,24,22,19,26
"NR_015580",0,0,0,0,0,0
"NR_015579",0,0,0,0,0,0
"NR_015577",177,142,194,186,206,171
"NM_133657",0,0,0,0,0,0
"NM_146014",1579,1356,1591,1532,1552,1401
"NM_145927",184,221,223,121,103,108
"NM_147155",661,541,689,603,441,483
"NM_147153",1477,1264,1544,1518,1256,1230
"NM_146024",498,460,496,493,485,409
"NM_146023",4574,3809,4811,5768,5262,5107
"NM_146020",0,0,0,0,0,0
"NM_001081085",484,438,503,319,286,304
"NR_110972",1114,860,1061,917,807,687
"NR_077216",5,4,10,3,1,2
"NR_015575",0,0,0,0,0,3
"NR_015573",19,26,28,26,34,28
"NR_015572",194,163,221,149,178,114
"NR_015568",0,0,0,0,0,0
"NR_015571",10,9,7,2,5,15
"NR_015569",132,124,148,149,129,159
"NR_015567",15,15,18,20,18,14
"NR_015565",0,0,0,0,0,0
"NR_015566",108,59,85,90,52,59
"NR_015560",0,0,0,0,0,0
"NR_015558",70,56,68,65,47,57
"NR_015556",76,52,36,52,56,53
"NR_015555",246,194,206,183,119,129
"NR_027236",11,9,9,8,17,6
"NR_027137",17,5,7,27,31,13
"NR_026990",9,10,10,7,2,10
"NR_026976",475,379,479,372,310,304
"NR_027059",307,238,257,253,273,237
"NR_026944",1,1,1,1,1,3
"NM_147779",7,23,24,9,10,8
"NR_027677",1027,821,927,829,838,824
"NR_027510",365,337,377,336,369,313
"NR_027507",0,0,0,0,0,0
"NR_027506",0,0,0,0,0,0
"NR_102716",75,46,63,53,50,60
"NR_024590",677,421,585,644,659,622
"NR_024558",2,0,0,0,2,1
"NR_102704",0,0,0,0,0,0
"NR_027492",1702,1292,1725,1787,1750,1609
"NM_001291433",2354,2260,2546,1911,1783,1704
"NR_027414",518,497,534,466,467,454
"NR_102685",0,0,0,0,0,0
"NR_102683",7,2,10,6,7,7
"NR_024513",0,0,0,0,3,0
"NR_024509",92,97,108,82,81,84
"NR_027485",4471,4228,4351,3844,3769,3286
"NR_024327",2436,1992,2370,2279,2118,2029
"NR_027488",2032,1802,1886,1751,1534,1503
"NR_027351",326,299,334,251,277,261
"NR_102361",0,0,0,0,0,0
"NR_015552",0,0,0,0,0,0
"NR_024720",441,307,395,329,367,290
"NR_024619",818,510,655,767,692,603
"NR_024599",54,39,42,31,40,39
"NR_027618",1483,1262,1541,1519,1259,1235
"NR_027515",569,566,664,638,561,535
"NM_148931",1,0,0,0,0,0
"NR_015466",0,0,0,0,0,0
"NR_015465",111,102,93,143,158,120
"NR_102293",2,3,1,1,3,1
"NR_102290",0,6,2,4,3,2
"NR_026798",1,0,0,1,1,2
"NR_026741",3,0,2,2,2,4
"NR_026733",0,0,0,0,0,0
"NR_026688",111,116,127,117,88,105
"NR_026888",0,0,0,0,0,0
"NR_026596",0,0,0,0,0,0
"NR_027648",2675,2599,2858,2467,2158,2065
"NR_027644",0,0,0,0,1,0
"NR_102296",2,3,1,2,3,1
"NR_102295",2,2,1,1,2,1
"NM_001252554",16,13,8,8,11,8
"NM_026959",620,574,612,704,616,648
"NM_001291201",1583,1366,1602,1501,1499,1307
"NM_001291184",27,9,13,0,1,0
"NM_001291204",1510,1298,1511,1430,1426,1241
"NM_053179",2220,1799,2136,2006,2069,1710
"NM_146702",1,0,1,0,1,1
"NM_146652",0,0,0,0,0,0
"NM_146609",0,0,0,0,0,0
"NM_146606",0,0,0,0,0,0
"NM_146592",0,0,0,0,0,0
"NM_146580",0,0,0,0,0,0
"NM_146573",0,0,0,0,0,0
"NM_146572",0,0,0,0,0,0
"NM_146563",0,0,1,0,0,0
"NM_023844",46,57,40,19,25,17
"NM_026205",2,2,1,5,3,0
"NM_025773",1091,960,1092,1143,1152,1055
"NM_152811",0,0,0,0,0,0
"NM_001291508",1319,1091,1319,726,556,561
"NM_001291483",15,12,10,12,14,11
"NM_001291482",16,14,17,10,16,7
"NR_027837",0,0,0,0,0,0
"NR_027849",1,0,0,0,0,1
"NR_027848",1,0,0,0,0,1
"NR_027847",2,1,0,0,0,1
"NR_027846",2,1,0,0,0,1
"NR_027845",639,525,554,611,576,532
"NR_027844",649,531,560,614,581,536
"NR_027843",0,0,0,0,0,3
"NM_001291509",1305,1080,1308,717,549,555
"NM_025693",209,149,174,113,108,95
"NM_025692",1086,894,1113,1065,1012,989
"NM_026298",454,348,469,418,419,413
"NR_027865",0,0,0,0,0,0
"NR_102306",0,0,0,0,0,0
"NR_027870",356,399,457,275,219,192
"NR_027869",356,399,457,278,220,192
"NM_029406",1814,1546,1741,1568,1603,1406
"NM_029407",68,39,71,58,46,43
"NR_103800",0,0,0,0,0,0
"NR_027874",14,16,12,6,8,7
"NR_027876",1073,835,911,986,1031,943
"NR_027875",542,476,473,533,490,420
"NM_146262",0,0,0,0,0,0
"NM_146309",0,0,0,0,0,0
"NM_153063",517,432,482,514,477,518
"NM_153065",1843,1605,1691,1379,1295,1138
"NM_146100",1,1,1,0,0,0
"NM_153074",749,352,420,866,993,920
"NM_153069",9,9,14,9,12,12
"NM_153087",14,20,21,41,33,44
"NR_028056",802,567,698,949,887,791
"NR_027955",157,112,146,148,166,129
"NR_027953",112,100,123,132,131,81
"NR_028053",631,506,620,611,575,485
"NR_027950",152,105,113,167,130,135
"NR_027945",0,0,0,0,0,0
"NR_027944",0,0,0,0,0,0
"NM_198927",0,1,0,0,0,0
"NM_138751",2,1,2,0,0,2
"NM_134000",159,127,133,162,159,150
"NM_133885",3292,2520,2919,3847,3652,3236
"NM_145400",1555,1537,1596,1420,1454,1574
"NM_153524",0,0,0,0,0,0
"NM_153415",575,459,572,366,371,403
"NM_153414",527,562,508,450,453,437
"NM_146146",6,8,9,14,15,9
"NM_153422",6066,2477,2610,2725,2172,1639
"NM_153421",1917,1539,1844,1817,1754,1899
"NM_153419",442,448,468,296,318,303
"NM_146153",7364,6354,6776,5534,5448,4944
"NM_153417",5,1,3,2,6,2
"NM_153416",1041,863,1002,753,737,683
"NM_133201",1099,1061,1181,798,723,680
"NM_133948",3427,3127,3777,2700,2463,2469
"NM_144535",830,639,781,822,737,723
"NM_146200",6966,6323,6769,6145,5867,4975
"NM_153538",6331,4992,5808,5466,4910,4653
"NM_153537",90,62,63,47,69,83
"NM_153535",6,1,2,8,5,8
"NM_153193",0,0,0,0,0,0
"NM_152821",117,99,124,107,115,110
"NM_148949",0,0,0,0,0,0
"NM_153761",25,14,13,5,6,5
"NM_153760",22,13,12,5,5,5
"NM_153749",0,0,0,0,0,0
"NM_146921",0,0,0,0,0,0
"NM_147003",0,0,0,0,0,0
"NM_146684",0,0,0,0,0,0
"NM_146542",0,0,0,0,0,0
"NM_146386",0,0,0,0,0,0
"NM_146261",609,526,619,534,538,523
"NM_177099",0,0,0,0,0,0
"NM_001286178",0,0,0,0,0,0
"NM_176999",0,0,0,0,1,0
"NM_176998",2,2,3,1,1,3
"NM_177000",406,272,307,403,417,370
"NM_176828",289,263,298,196,201,155
"NM_177093",3819,3753,3996,3293,3069,2914
"NM_177091",6,5,5,4,2,2
"NM_177089",8215,7010,7700,7683,7311,6621
"NM_177088",518,436,514,496,434,447
"NM_177087",1,0,0,1,1,0
"NM_176987",141,131,172,142,131,140
"NM_177086",0,0,0,0,0,0
"NM_177083",1112,1295,1455,1150,1016,969
"NM_175275",1420,1410,1719,1154,1160,1083
"NM_177081",4414,4848,5545,3739,3242,3353
"NR_027371",2085,1728,2085,1788,1828,1793
"NR_027362",0,0,2,0,0,0
"NR_027360",446,430,461,373,343,354
"NM_001291432",1993,1859,2117,1658,1615,1524
"NR_027509",574,530,662,518,477,510
"NR_027493",1172,886,1097,1026,894,924
"NR_027477",359,373,485,405,376,360
"NR_027448",15,10,19,13,14,13
"NR_027446",38,41,50,41,44,36
"NR_027445",237,228,248,212,242,187
"NR_027396",489,528,447,598,445,458
"NR_027395",489,528,448,598,445,458
"NR_027376",1,0,0,0,0,0
"NR_027373",2084,1728,2087,1791,1828,1793
"NR_027372",2084,1728,2085,1788,1827,1793
"NR_028259",0,0,0,0,0,0
"NR_028297",480,343,418,396,351,319
"NR_028296",466,340,414,391,348,314
"NR_028258",25,13,15,16,9,20
"NR_028146",364,280,287,337,353,301
"NR_028144",195,165,203,176,148,167
"NR_028143",196,165,203,176,149,167
"NM_001291537",10,11,4,6,6,5
"NR_028123",5,7,6,6,6,8
"NR_028115",1230,526,729,2274,2310,2244
"NR_028114",330,332,358,336,318,321
"NR_028111",428,399,507,416,383,360
"NR_028109",1076,969,1076,1028,1081,1090
"NR_028108",1581,1450,1595,1512,1565,1270
"NR_028107",3,1,3,1,0,0
"NR_028280",10,15,6,8,8,12
"NR_028260",1837,1543,1683,1222,1180,1145
"NR_028121",0,0,4,1,0,0
"NR_028098",1522,1424,1438,1040,953,836
"NR_028097",1546,1441,1450,1046,960,840
"NR_028096",1692,1591,1587,1147,1046,903
"NR_028088",201,197,223,170,128,131
"NR_027986",0,0,0,0,0,0
"NR_028086",46,17,10,14,14,10
"NR_027984",269,236,278,237,242,201
"NR_027980",367,355,397,160,148,155
"NR_027976",496,407,522,447,379,390
"NR_027975",0,0,0,0,0,0
"NR_027973",8,2,3,4,3,12
"NR_027972",16,17,22,16,13,16
"NR_027971",12,15,27,17,14,13
"NR_027970",0,0,0,0,0,0
"NR_027969",29,11,23,36,25,18
"NR_027968",0,0,0,0,0,0
"NR_027967",0,0,0,0,0,0
"NR_028066",0,0,0,0,0,0
"NR_027963",287,287,263,164,156,145
"NR_027961",1,1,1,1,1,1
"NR_028060",0,1,0,0,0,0
"NR_027958",14,11,14,6,10,10
"NR_027957",173,167,157,142,148,148
"NM_183031",524,275,317,792,968,897
"NM_001025093",1594,1562,1803,1564,1605,1461
"NM_146191",1516,1141,1245,1477,1517,1577
"NM_153542",569,467,479,417,407,356
"NM_153541",3,0,0,0,0,0
"NR_102715",7,10,11,24,10,17
"NR_027505",604,593,612,489,403,436
"NM_001291442",2780,2692,3270,2415,2186,1958
"NR_027502",3786,3130,3788,3714,3440,3564
"NM_144491",604,499,519,468,488,424
"NM_146119",1240,662,743,1535,2007,1784
"NM_146118",537,598,582,468,442,456
"NM_146117",0,0,0,0,0,0
"NM_146116",11378,9210,9898,6909,7147,5854
"NM_153161",1994,1975,2496,2287,1954,1968
"NM_146775",0,0,0,0,0,0
"NM_153158",195,231,251,141,123,109
"NM_153157",0,0,0,0,0,0
"NM_153156",0,1,0,0,0,0
"NM_153155",13,8,21,17,19,9
"NM_153154",0,0,0,0,0,0
"NM_153153",4821,3439,4105,3582,3651,3618
"NM_153152",1332,1166,1363,1174,1107,954
"NM_153151",2228,1877,2149,1771,1681,1411
"NM_153150",679,546,610,472,448,451
"NM_153145",6,1,2,11,9,4
"NM_001085552",0,0,0,0,0,0
"NM_010705",8535,4608,5249,13225,15998,13478
"NM_147176",443,310,398,485,515,459
"NM_153794",1237,1216,1479,1303,1133,1050
"NM_153804",1304,1115,1283,1617,1619,1549
"NM_153803",3,1,3,4,3,1
"NM_153793",89,75,82,76,70,60
"NM_153792",2486,2259,2580,2188,2091,1800
"NM_153802",188,160,191,233,223,251
"NM_153801",2,0,0,0,3,0
"NM_153791",322,243,289,270,272,261
"NM_153789",786,603,711,679,717,622
"NM_153800",16,8,12,18,14,25
"NM_153790",10,1,10,11,5,7
"NM_153788",2401,2546,3144,2095,1562,1573
"NM_153785",78,55,60,55,38,52
"NM_153784",12,15,18,13,12,19
"NM_153783",529,483,551,483,416,425
"NM_153782",4,4,2,1,4,8
"NM_153781",1901,1260,1443,1705,1744,1496
"NM_147126",67,102,95,70,65,41
"NM_153778",15,9,20,5,3,9
"NM_153777",85,67,63,55,43,42
"NM_153776",9,10,10,7,10,4
"NM_153775",904,733,790,721,710,660
"NM_153774",2521,2261,2368,1937,1995,1934
"NM_153780",232,196,218,241,236,212
"NM_001099643",0,0,0,0,0,0
"NM_139226",0,0,0,0,0,0
"NM_139225",0,0,0,0,0,0
"NM_139223",0,0,0,0,0,0
"NM_139222",0,0,0,0,0,0
"NM_139221",0,0,0,0,0,0
"NM_139220",0,0,0,0,0,0
"NM_139219",0,0,0,0,0,0
"NM_133928",591,601,617,542,529,396
"NM_139198",21983,19984,23153,23798,22358,19972
"NM_139197",0,1,1,6,11,9
"NM_133926",921,561,731,936,951,789
"NM_001276475",0,0,0,0,0,0
"NM_145585",1143,972,1004,1070,937,818
"NM_145584",83,19,17,25,21,13
"NM_001291353",789,625,767,695,649,574
"NM_145582",392,369,361,332,324,358
"NM_144804",180,109,112,231,270,265
"NM_145579",69,39,54,71,56,40
"NM_145580",125,107,89,109,89,103
"NM_145578",2121,1872,2106,1515,1411,1352
"NR_028268",1407,1295,1415,1038,1000,821
"NR_028267",1501,1473,1375,1090,906,855
"NM_001085534",0,0,0,0,0,0
"NM_139303",1643,1223,1562,1129,1107,1037
